AccountNumber,NMI,DeviceNumber,DeviceType,RegisterCode,RateTypeDescription,StartDate,EndDate,ProfileReadValue,RegisterReadValue,QualityFlag,BOMTEMP
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 12:00,11/07/2019 12:29,0,0,E,18.1
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 12:00,11/07/2019 12:29,0,0,E,18.1
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 12:30,11/07/2019 12:59,0,0,E,18
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 12:30,11/07/2019 12:59,0,0,E,18
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 13:00,11/07/2019 13:29,0,0,A,18.3
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 13:00,11/07/2019 13:29,0,0,A,18.3
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 13:30,11/07/2019 13:59,0.765,0,A,18
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 13:30,11/07/2019 13:59,0.039,0,A,18
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 14:00,11/07/2019 14:29,1.137,0,A,18.1
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 14:00,11/07/2019 14:29,0.01,0,A,18.1
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 14:30,11/07/2019 14:59,1.015,0,A,18.1
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 14:30,11/07/2019 14:59,0.009,0,A,18.1
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 15:00,11/07/2019 15:29,0.765,0,A,17.5
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 15:00,11/07/2019 15:29,0,0,A,17.5
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 15:30,11/07/2019 15:59,0.126,0,A,17.3
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 15:30,11/07/2019 15:59,0.333,0,A,17.3
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 16:00,11/07/2019 16:29,0,0,A,17.2
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 16:00,11/07/2019 16:29,0.474,0,A,17.2
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 16:30,11/07/2019 16:59,0,0,A,16.4
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 16:30,11/07/2019 16:59,0.089,0,A,16.4
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 17:00,11/07/2019 17:29,0,0,A,15.9
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 17:00,11/07/2019 17:29,0.118,0,A,15.9
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 17:30,11/07/2019 17:59,0,0,A,15.4
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 17:30,11/07/2019 17:59,0.097,0,A,15.4
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 18:00,11/07/2019 18:29,0,0,A,14.6
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 18:00,11/07/2019 18:29,0.1,0,A,14.6
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 18:30,11/07/2019 18:59,0,0,A,14.6
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 18:30,11/07/2019 18:59,0.107,0,A,14.6
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 19:00,11/07/2019 19:29,0,0,A,14.2
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 19:00,11/07/2019 19:29,0.096,0,A,14.2
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 19:30,11/07/2019 19:59,0,0,A,14
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 19:30,11/07/2019 19:59,0.101,0,A,14
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 20:00,11/07/2019 20:29,0,0,A,13.6
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 20:00,11/07/2019 20:29,0.099,0,A,13.6
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 20:30,11/07/2019 20:59,0,0,A,13.4
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 20:30,11/07/2019 20:59,0.097,0,A,13.4
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 21:00,11/07/2019 21:29,0,0,A,13.4
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 21:00,11/07/2019 21:29,0.101,0,A,13.4
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 21:30,11/07/2019 21:59,0,0,A,13.4
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 21:30,11/07/2019 21:59,0.085,0,A,13.4
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 22:00,11/07/2019 22:29,0,0,A,13.3
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 22:00,11/07/2019 22:29,0.098,0,A,13.3
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 22:30,11/07/2019 22:59,0,0,A,12.8
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 22:30,11/07/2019 22:59,0.428,0,A,12.8
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 23:00,11/07/2019 23:29,0,0,A,12.4
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 23:00,11/07/2019 23:29,0.272,0,A,12.4
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,11/07/2019 23:30,11/07/2019 23:59,0,0,A,11.7
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,11/07/2019 23:30,11/07/2019 23:59,0.102,0,A,11.7
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 0:00,12/07/2019 0:29,0,0,A,11.6
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 0:00,12/07/2019 0:29,0.094,0,A,11.6
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 0:30,12/07/2019 0:59,0,0,A,11.2
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 0:30,12/07/2019 0:59,0.092,0,A,11.2
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 1:00,12/07/2019 1:29,0,0,A,11.8
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 1:00,12/07/2019 1:29,0.105,0,A,11.8
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 1:30,12/07/2019 1:59,0,0,A,11.2
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 1:30,12/07/2019 1:59,0.082,0,A,11.2
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 2:00,12/07/2019 2:29,0,0,A,10.9
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 2:00,12/07/2019 2:29,0.091,0,A,10.9
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 2:30,12/07/2019 2:59,0,0,A,10.6
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 2:30,12/07/2019 2:59,0.099,0,A,10.6
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 3:00,12/07/2019 3:29,0,0,A,10
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 3:00,12/07/2019 3:29,0.087,0,A,10
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 3:30,12/07/2019 3:59,0,0,A,10.3
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 3:30,12/07/2019 3:59,0.095,0,A,10.3
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 4:00,12/07/2019 4:29,0,0,A,9.9
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 4:00,12/07/2019 4:29,0.085,0,A,9.9
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 4:30,12/07/2019 4:59,0,0,A,10
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 4:30,12/07/2019 4:59,0.114,0,A,10
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 5:00,12/07/2019 5:29,0,0,A,10.2
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 5:00,12/07/2019 5:29,0.166,0,A,10.2
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 5:30,12/07/2019 5:59,0,0,A,10.5
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 5:30,12/07/2019 5:59,0.111,0,A,10.5
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 6:00,12/07/2019 6:29,0,0,A,10.7
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 6:00,12/07/2019 6:29,0.098,0,A,10.7
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 6:30,12/07/2019 6:59,0,0,A,9.7
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 6:30,12/07/2019 6:59,0.087,0,A,9.7
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 7:00,12/07/2019 7:29,0,0,A,10
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 7:00,12/07/2019 7:29,0.078,0,A,10
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 7:30,12/07/2019 7:59,0.007,0,A,10.2
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 7:30,12/07/2019 7:59,0.023,0,A,10.2
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 8:00,12/07/2019 8:29,0.02,0,A,11.2
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 8:00,12/07/2019 8:29,0.044,0,A,11.2
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 8:30,12/07/2019 8:59,0.026,0,A,11.7
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 8:30,12/07/2019 8:59,0.169,0,A,11.7
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 9:00,12/07/2019 9:29,0.027,0,A,12.1
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 9:00,12/07/2019 9:29,0.018,0,A,12.1
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 9:30,12/07/2019 9:59,0.362,0,A,12.9
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 9:30,12/07/2019 9:59,0.019,0,A,12.9
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 10:00,12/07/2019 10:29,1.106,0,A,13
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 10:00,12/07/2019 10:29,0.023,0,A,13
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 10:30,12/07/2019 10:59,1.366,0,A,13.6
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 10:30,12/07/2019 10:59,0.013,0,A,13.6
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 11:00,12/07/2019 11:29,1.069,0,A,14.5
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 11:00,12/07/2019 11:29,0.03,0,A,14.5
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 11:30,12/07/2019 11:59,0.969,0,A,15.7
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 11:30,12/07/2019 11:59,0,0,A,15.7
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 12:00,12/07/2019 12:29,0.554,0,A,16.1
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 12:00,12/07/2019 12:29,0.011,0,A,16.1
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 12:30,12/07/2019 12:59,0.677,0,A,15.5
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 12:30,12/07/2019 12:59,0.051,0,A,15.5
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 13:00,12/07/2019 13:29,0.741,0,A,15.7
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 13:00,12/07/2019 13:29,0.046,0,A,15.7
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 13:30,12/07/2019 13:59,0.596,0,A,15
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 13:30,12/07/2019 13:59,0.08,0,A,15
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 14:00,12/07/2019 14:29,0.955,0,A,15.5
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 14:00,12/07/2019 14:29,0,0,A,15.5
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 14:30,12/07/2019 14:59,0.923,0,A,15.5
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 14:30,12/07/2019 14:59,0,0,A,15.5
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 15:00,12/07/2019 15:29,0.79,0,A,15.1
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 15:00,12/07/2019 15:29,0,0,A,15.1
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 15:30,12/07/2019 15:59,0.213,0,A,14.7
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 15:30,12/07/2019 15:59,0.008,0,A,14.7
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 16:00,12/07/2019 16:29,0,0,A,14.1
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 16:00,12/07/2019 16:29,0.118,0,A,14.1
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 16:30,12/07/2019 16:59,0,0,A,13.9
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 16:30,12/07/2019 16:59,0.479,0,A,13.9
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 17:00,12/07/2019 17:29,0,0,A,13.6
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 17:00,12/07/2019 17:29,0.635,0,A,13.6
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 17:30,12/07/2019 17:59,0,0,A,13.3
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 17:30,12/07/2019 17:59,0.349,0,A,13.3
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 18:00,12/07/2019 18:29,0,0,A,12.8
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 18:00,12/07/2019 18:29,0.086,0,A,12.8
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 18:30,12/07/2019 18:59,0,0,A,12.6
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 18:30,12/07/2019 18:59,0.121,0,A,12.6
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 19:00,12/07/2019 19:29,0,0,A,12.4
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 19:00,12/07/2019 19:29,0.158,0,A,12.4
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 19:30,12/07/2019 19:59,0,0,A,12.2
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 19:30,12/07/2019 19:59,0.623,0,A,12.2
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 20:00,12/07/2019 20:29,0,0,A,11.9
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 20:00,12/07/2019 20:29,0.752,0,A,11.9
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 20:30,12/07/2019 20:59,0,0,A,11.9
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 20:30,12/07/2019 20:59,0.166,0,A,11.9
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 21:00,12/07/2019 21:29,0,0,A,11.4
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 21:00,12/07/2019 21:29,0.167,0,A,11.4
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 21:30,12/07/2019 21:59,0,0,A,12.5
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 21:30,12/07/2019 21:59,0.166,0,A,12.5
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 22:00,12/07/2019 22:29,0,0,A,12.6
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 22:00,12/07/2019 22:29,0.166,0,A,12.6
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 22:30,12/07/2019 22:59,0,0,A,12.3
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 22:30,12/07/2019 22:59,0.117,0,A,12.3
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 23:00,12/07/2019 23:29,0,0,A,12.2
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 23:00,12/07/2019 23:29,0.088,0,A,12.2
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,12/07/2019 23:30,12/07/2019 23:59,0,0,A,12
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,12/07/2019 23:30,12/07/2019 23:59,0.102,0,A,12
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,13/07/2019 0:00,13/07/2019 0:29,0,0,A,11.6
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,13/07/2019 0:00,13/07/2019 0:29,0.1,0,A,11.6
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,13/07/2019 0:30,13/07/2019 0:59,0,0,A,11.4
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,13/07/2019 0:30,13/07/2019 0:59,0.087,0,A,11.4
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,13/07/2019 1:00,13/07/2019 1:29,0,0,A,11.4
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,13/07/2019 1:00,13/07/2019 1:29,0.104,0,A,11.4
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,13/07/2019 1:30,13/07/2019 1:59,0,0,A,11.4
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,13/07/2019 1:30,13/07/2019 1:59,0.093,0,A,11.4
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,13/07/2019 2:00,13/07/2019 2:29,0,0,A,11.5
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,13/07/2019 2:00,13/07/2019 2:29,0.089,0,A,11.5
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,13/07/2019 2:30,13/07/2019 2:59,0,0,A,11.3
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,13/07/2019 2:30,13/07/2019 2:59,0.104,0,A,11.3
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,13/07/2019 3:00,13/07/2019 3:29,0,0,A,10.9
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,13/07/2019 3:00,13/07/2019 3:29,0.094,0,A,10.9
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,13/07/2019 3:30,13/07/2019 3:59,0,0,A,10.5
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,13/07/2019 3:30,13/07/2019 3:59,0.095,0,A,10.5
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,13/07/2019 4:00,13/07/2019 4:29,0,0,A,10.1
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,13/07/2019 4:00,13/07/2019 4:29,0.094,0,A,10.1
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,13/07/2019 4:30,13/07/2019 4:59,0,0,A,10
7060472128,43102824698,700373538,COMMS4D,73538#E1,Generalusage,13/07/2019 4:30,13/07/2019 4:59,0.094,0,A,10
7060472128,43102824698,700373538,COMMS4D,73538#B1,Solar,13/07/2019 5:00,13/07/2019 5:29,0,0,A,10
